tconst,primaryTitle,startYear,runtimeMinutes,rating,primaryGenre_Adult,primaryGenre_Adventure,primaryGenre_Animation,primaryGenre_Biography,primaryGenre_Comedy,primaryGenre_Crime,primaryGenre_Documentary,primaryGenre_Drama,primaryGenre_Family,primaryGenre_Fantasy,primaryGenre_Film-Noir,primaryGenre_History,primaryGenre_Horror,primaryGenre_Music,primaryGenre_Musical,primaryGenre_Mystery,primaryGenre_News,primaryGenre_Reality-TV,primaryGenre_Romance,primaryGenre_Sci-Fi,primaryGenre_Short,primaryGenre_Sport,primaryGenre_Thriller,primaryGenre_War,primaryGenre_Western,primaryGenre_\N,directors_count,actor1_count,actor2_count
tt0495034,Golmaal: Fun Unlimited,2006,150,7.283040242075328,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,17,3
tt0120855,Tarzan,1999,88,7.283018957188686,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1,4
tt1033575,The Descendants,2011,115,7.282982790084833,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,10,3
tt0093818,Radio Days,1987,88,7.282975496936743,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,26,4,3
tt0087538,The Karate Kid,1984,126,7.282937265319084,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,2,1
tt0055320,The Sound of Trumpets,1961,93,7.282883454757026,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1,1
tt0057345,Contempt,1963,102,7.282872550987782,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,2,3
tt0775489,The Illusionist,2010,80,7.282517814002005,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1,2
tt0104454,Howards End,1992,142,7.282509408407966,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,16,6
tt0094737,Big,1988,104,7.282473528411928,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,33,3
tt0983193,The Adventures of Tintin,2011,107,7.282470752095116,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27,3,2
tt3704428,Elvis,2022,159,7.282437228187476,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,33,1
tt3203290,Free to Play,2014,75,7.282197527592558,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,1
tt2883512,Chef,2014,114,7.281900931840115,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,1,7
tt0390221,Maria Full of Grace,2004,101,7.281767813726596,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,1
tt0079817,Rocky II,1979,119,7.281761475333325,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,9,4
tt0209180,Sky Hook,2000,95,7.28174592100855,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,3,1
tt14002046,Bheeshma Parvam,2022,144,7.281668340470861,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,27,2
tt2375379,One Piece Film Z,2012,108,7.28158861218478,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,3,2
tt0120655,Dogma,1999,130,7.28138807734488,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,6,10
tt0387914,Innocent Voices,2004,120,7.281247715289547,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,1
tt0079871,Scum,1979,98,7.281188847950188,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,6,1
tt0089748,When Father Was Away on Business,1985,136,7.281097679065644,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,1,3
tt5606664,Doctor Sleep,2019,152,7.281073329176662,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,11,3
tt0959337,Revolutionary Road,2008,119,7.28107106291661,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,20,11
tt0281358,A Walk to Remember,2002,101,7.28078827905619,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,3,1
tt26537229,Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village,2023,110,7.280707908762784,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,2,2
tt0101540,Cape Fear,1991,128,7.280667788362127,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32,21,3
tt7362036,Dying to Survive,2018,117,7.280625337023549,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,1
tt0470883,Magic Carpet Ride,2005,106,7.280488573652897,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,3,1
tt0172493,"Girl, Interrupted",1999,127,7.280395595343119,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,4,2
tt0275847,Lilo & Stitch,2002,85,7.280371862670483,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,2,1
tt0494823,Sugar Pie Lady,1983,90,7.27999828807364,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,5,7
tt1120985,Blue Valentine,2010,112,7.279986252445193,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,10,3
tt0051792,The Music Room,1958,95,7.279946522046092,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20,1,1
tt0275309,Dogtown and Z-Boys,2001,91,7.279914636486419,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,11,1
tt2334873,Blue Jasmine,2013,98,7.279906301754284,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,26,8,6
tt17526714,The Substance,2024,141,7.279525034089072,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,1
tt0169590,The Batman Superman Movie: World's Finest,1997,64,7.27950791693686,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,2
tt0102685,Point Break,1991,122,7.27947366722258,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,3,3
tt1458175,The Next Three Days,2010,133,7.279447934730032,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,12,2
tt4571288,Sing,2016,25,7.279288915670671,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,1
tt1213641,First Man,2018,141,7.279240118069516,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,10,3
tt14188930,"Nna, Thaan Case Kodu",2022,138,7.279157829624049,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,4,3
tt0058404,The Night of the Iguana,1964,125,7.278839185744651,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,6,4
tt0030643,Port of Shadows,1938,91,7.278653258231448,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,14,2
tt2066051,Rocketman,2019,121,7.278574703743277,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,4
tt2112281,Tangled Ever After,2012,6,7.278551236310237,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,3,2
tt0827503,The Magician,2006,122,7.277987405749605,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,12,2
tt7322224,Triangle of Sadness,2022,147,7.277986201501673,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,1,1
tt0845448,Dhamaal,2007,136,7.277971337747383,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,6,1
tt0097733,Lethal Weapon 2,1989,114,7.277740438889763,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,17,2
tt0051093,Tokyo Twilight,1957,140,7.27759315777338,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17,5,1
tt0398883,The Consequences of Love,2004,100,7.277461429402314,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,4,1
tt4244994,The Last Duel,2021,152,7.277459207496721,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16,15,5
tt0393775,Simon,2004,102,7.277451489592308,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,1
tt9770150,Nomadland,2020,107,7.277312480110639,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,3,1
tt0138704,Pi,1998,84,7.27714425606222,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,1,1
tt0059749,The Spy Who Came in from the Cold,1965,112,7.277141545630048,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,6,2
tt4888834,Ennu Ninte Moideen,2015,166,7.277119880943552,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,12,4
tt0055254,One Hundred and One Dalmatians,1961,79,7.2770111895637175,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,3,1
tt0765128,Oceans,2008,84,7.276933475611985,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,4,3
tt0412956,The Making of 'Kill Bill',2003,22,7.276933475611985,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,1
tt0084516,Poltergeist,1982,114,7.276882482096932,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1
tt0079807,Richard Pryor: Live in Concert,1979,78,7.276724107541385,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,1
tt7581572,Sudani from Nigeria,2018,123,7.276548372378192,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,1
tt0272338,Punch-Drunk Love,2002,95,7.2764776939628755,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,11,3
tt1629715,Miss Lovely,2012,113,7.276231731733857,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,1
tt0270321,Dr. Babasaheb Ambedkar,2000,197,7.27605666937721,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,27,2
tt4116284,The Lego Batman Movie,2017,104,7.276014887776805,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1
tt0042332,Cinderella,1950,74,7.275914000318576,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,1,1
tt5109280,Raya and the Last Dragon,2021,107,7.275839457523708,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,2
tt0393162,Coach Carter,2005,136,7.275772543634385,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,10,1
tt0388980,The Greatest Game Ever Played,2005,120,7.274996688519311,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,5,3
tt6390668,Invisible Life,2019,139,7.274749834207652,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,1
tt1057500,Invictus,2009,134,7.274744640941123,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21,7,10
tt0385928,Panchatanthiram,2002,150,7.274698817720124,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,29,8
tt4172430,13 Hours: The Secret Soldiers of Benghazi,2016,144,7.274476392949874,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,3,2
tt0094291,Wall Street,1987,126,7.2744734491014915,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,2,1
tt3958494,Jim Jefferies: BARE,2014,77,7.2744731802788145,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,6,278
tt3521126,The Disaster Artist,2017,104,7.274314211820169,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,5,2
tt33030375,The New Year That Never Came,2024,138,7.274278508655718,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,1
tt3774114,Snowden,2016,134,7.274245314659278,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,9,3
tt0340855,Monster,2003,109,7.274124569576162,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,6,3
tt0078966,The China Syndrome,1979,122,7.274012058067262,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,7,4
tt0397535,Memoirs of a Geisha,2005,145,7.273989854767898,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,2
tt3029558,Rurouni Kenshin Part II: Kyoto Inferno,2014,138,7.273797135960066,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,5,2
tt0133189,SLC Punk!,1998,97,7.273724642927897,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,1
tt0128442,Rounders,1998,121,7.273684295134725,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,15,8
tt6167894,Angamaly Diaries,2017,132,7.273565541505359,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,2,1
tt0088323,The NeverEnding Story,1984,102,7.273528015636302,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,2,1
tt1935109,Dipu Number 2,1996,154,7.273510405045293,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1
tt11703710,Downton Abbey: A New Era,2022,124,7.273474920242091,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,2,1
tt10515526,Lootcase,2020,132,7.273438248697175,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,2
tt7984766,The King,2019,140,7.273366664227068,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1
tt0122565,The Counterfeit Coin,1955,127,7.273338938143036,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1,1
tt0050105,An Affair to Remember,1957,115,7.273256824064063,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,23,6
tt3148502,Tamasha,2015,139,7.2732209453534935,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,3,4
tt0805564,Lars and the Real Girl,2007,106,7.273182878106763,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,10,3
tt0780571,Mr. Brooks,2007,120,7.273104337780393,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,16,3
tt2125423,5 Broken Cameras,2011,94,7.273089607846197,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,1
tt0120768,The Negotiator,1998,140,7.27297295998526,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,10,2
tt0043274,Alice in Wonderland,1951,75,7.272948018301274,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,1,1
tt0093105,"Good Morning, Vietnam",1987,121,7.272916072094485,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,15,4
tt0034492,Bambi,1942,69,7.2728803953910806,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1,1
tt0046183,Peter Pan,1953,77,7.272806921748575,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,2,1
tt0116905,Lone Star,1996,135,7.272775670020816,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,3,2
tt1320082,The Concert,2009,119,7.272574161548452,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,1,3
tt0091369,Labyrinth,1986,101,7.272394990205904,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,4,5
tt0093822,Raising Arizona,1987,94,7.272266307616686,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,16,2
tt0048280,Lady and the Tramp,1955,76,7.272043147462221,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,1,1
tt0290673,Irreversible,2002,97,7.271960620883589,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,2,3
tt7242142,Blindspotting,2018,95,7.271845672447284,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,1
tt8009428,Hustle,2022,117,7.27172129724933,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,11,2
tt0387131,The Constant Gardener,2005,129,7.271703219358205,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,11,6
tt0057076,From Russia with Love,1963,115,7.2713719674715325,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,14,3
tt2402927,Carol,2015,118,7.2708589452881665,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,8,4
tt0016641,Ben-Hur: A Tale of the Christ,1925,143,7.270662552124268,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,1
tt0075988,Emmet Otter's Jug-Band Christmas,1977,48,7.270550201254655,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,1,1
tt4846232,Good Time,2017,102,7.270546561806619,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,5,1
tt1878870,The Edge of Seventeen,2016,104,7.270418618058369,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,2
tt1606384,My Way,2011,137,7.270390405703339,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,1
tt0056322,The Given Word,1962,98,7.2703571266571325,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,1
tt11905462,Athlete A,2020,103,7.270317061334337,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1
tt0379725,Capote,2005,114,7.270239619014792,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,6,1
tt0424345,Clerks II,2006,97,7.26992784590566,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,2,2
tt1109624,Paddington,2014,95,7.269918649340768,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,2,2
tt0382330,As It Is in Heaven,2004,133,7.26990287472103,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,3,1
tt0030637,Pygmalion,1938,89,7.269854049166402,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,4,2
tt0325805,Matchstick Men,2003,116,7.269704735500767,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16,16,1
tt0096289,Torch Song Trilogy,1988,120,7.269649272170447,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,3,2
tt27367464,Kneecap,2024,105,7.269526542940168,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,1
tt2185022,Love on a Leash,2011,90,7.269486787266089,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,1
tt0031225,Destry Rides Again,1939,95,7.269323707987169,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,5,4
tt0051207,The Wrong Man,1956,105,7.269257417583494,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,12,1
tt0096403,Time of Violence,1988,288,7.269097414909753,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1
tt0408777,The Edukators,2004,127,7.2690245259497,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,3,1
tt3488710,The Walk,2015,123,7.268986866405181,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,9,1
tt1474276,Summer Wars,2009,114,7.268713876307058,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,2,1
tt2884206,I Origins,2014,106,7.268672108077924,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,2
tt3967856,Okja,2017,120,7.268427423515097,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,7,2
tt10919132,Love Mocktail,2020,153,7.2682275046499,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1
tt0074486,Eraserhead,1977,89,7.267928265004137,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,1,1
tt0489037,Who Killed the Electric Car?,2006,92,7.267580182552504,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,2
tt5121000,Aligarh,2015,114,7.267201499580465,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,6,3
tt10710246,Eftihia,2019,123,7.267161565693977,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,1
tt10515852,Steven Universe: The Movie,2019,82,7.267159661517212,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,1
tt2652092,The Good Lie,2014,110,7.267131091904579,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,4,1
tt1483797,Redline,2009,102,7.267088140378832,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,2
tt0045361,El,1953,82,7.267051861803976,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18,2,1
tt0162346,Ghost World,2001,111,7.266910019545376,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,5,1
tt0077138,The Tree of Wooden Clogs,1978,186,7.266709231178476,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1,1
tt1424797,I Killed My Mother,2009,96,7.266526307798804,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,2,1
tt7772582,Never Rarely Sometimes Always,2020,101,7.266214580412949,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,1
tt7401588,Instant Family,2018,118,7.266180889142645,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,11,6
tt7469726,Shaadi Mein Zaroor Aana,2017,137,7.266043782639737,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,11,2
tt7160372,The Zone of Interest,2023,105,7.265983627239547,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,3,1
tt0112461,The Basketball Diaries,1995,102,7.265950133422663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,20,1
tt0104694,A League of Their Own,1992,128,7.26577664332637,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,33,4
